topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale,_empty_kw_ratio
278,"gracea, asked, paged, liked, avoid, east, ways, preface, enlisted, restart",27,"['gracea', 'asked', 'paged', 'liked', 'avoid', 'east', 'ways', 'preface', 'enlisted', 'restart', 'welfare', 'reconsidering', 'streeta', 'artista', 'interpreted', 'reinvent', 'avoiding', 'spoke', 'aneurysm', 'wtf', 'clienta', 'angiea', 'preview', 'deny', 'paddles', 'upper', 'paramedic']",Medical Emergency Response,"A paramedic rushes to the aid of a patient in distress, using paddles to revive them.","domestic_life, sexual_tension","setting:hospital, activity:medical_emergency",False,"The keywords 'paramedic', 'paddles', and 'upper' (referring to the chest) indicate a medical emergency. The snippets describe a situation where someone is in need of medical assistance, leading to the label 'Medical Emergency Response'. The primary categories 'domestic_life' and 'sexual_tension' are chosen because medical emergencies can happen at home and can also create tension between partners. The secondary categories 'setting:hospital' and 'activity:medical_emergency' are directly supported by the keywords and snippets.",6.5,"Law, Medicine, Education & Formal Institutions","Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on Grace's interactions with others, not with a hero. The Stage 2 taxonomy places it under 'Law, Medicine, Education & Formal Institutions', further emphasizing its non-romance narrative function.",0.0
279,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors",27,"['mile', 'dishing', 'pilot', 'london', 'precautions', 'losing', 'wolves', 'trek', 'booking', 'competitors', 'visitors', 'yards', 'stammers', 'half', 'today', 'wants', 'stock', 'circling', 'likes', 'southwest', 'banal', 'grading', 'months', 'reputations', 'alexandera', 'piggyback', 'use']",Pilot's Mileage Concerns,"The pilot worries about the miles they've flown, fearing the loss of their co-pilot.","relationship_conflict, domestic_life","setting:cockpit, activity:worrying",False,"The top keyword 'mile' and the repeated phrase 'miles, whatever youâre dishing out' indicate a focus on distance or mileage. The keyword 'pilot' suggests an aviation context, and the concern expressed in the snippets ('isnât half as bad as losing him') points to a conflict or worry within a relationship, likely between the pilot and their co-pilot. The label and scene_summary reflect this specific scene of a pilot worrying about mileage and its implications for their relationship.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around negative emotions and distress, with the representative snippets suggesting the heroine's emotional withdrawal and guarded response ('whatever youâre dishing out isnât half as bad as losing him'). This aligns with R5, where the heroine meets the hero's interest with emotional withdrawal and guarded responses.",0.0
280,"growls, groans, growl, rumbles, growling, rips, low, snarls, grunts, rumble",27,"['growls', 'groans', 'growl', 'rumbles', 'growling', 'rips', 'low', 'snarls', 'grunts', 'rumble', 'ears', 'moans', 'deep', 'throaty', 'guttural', 'vibration', 'hisses', 'hoarse', 'noise', 'sound', 'grinding', 'rough', 'screams', 'clamor', 'ear', 'movements', 'monosyllabic']",Growling During Intimacy,He growls deeply as they make out in the bedroom.,"sexual_content, domestic_life","setting:bedroom, activity:kissing",False,"The top keywords 'growls', 'groans', 'growling', and 'grunts' along with the representative snippets ('âyes what?â he growls.', 'âten,â he growls.') indicate a scene of intimacy where a man is expressing his desire or pleasure through growling.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets focus on the hero's growling responses to the heroine, indicating sexual tension and attraction. This aligns with Radway's function R4, where the heroine interprets the hero's behavior as purely sexual interest.",0.0
281,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed",27,"['sleep', 'asleep', 'slept', 'night', 'woke', 'fell', 'sleeps', 'woken', 'wake', 'bed', 'inertia', 'exhausted', 'hours', 'nights', 'slumber', 'drifted', 'hea', 'nephew', 'tucked', 'wiping', 'sleepy', 'cocooned', 'dozes', 'lay', 'getting', 'chamomile', 'gone']",Sleeping Together,"She watches him sleep, exhausted from the night's activities.","romance_core, domestic_life","setting:bed, activity:sleeping",False,"Keywords 'sleep', 'asleep', 'night', 'bed' indicate a scene of sleeping. Snippets show a character observing another sleeping, suggesting a romantic or domestic context.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic revolves around domestic spaces and sleep, which are not central to the heroine–hero relationship arc. It does not primarily realise any of Radway's 13 functions.",0.0
282,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost",27,"['loved', 'respect', 'grandparentsa', 'outlast', 'interfered', 'woolton', 'mortgage', 'exceptions', 'grandkids', 'utmost', 'promise', 'gloriously', 'bathrobe', 'outta', 'album', 'mediaa', 'impossible', 'lifts', 'labored', 'aww', 'rougher', 'sweeter', 'scares', 'cynical', 'married', 'expense', 'tiles']",Emotional Love Confession,"She told him she loved him, hoping for a reciprocated declaration.","romance_core, relationship_conflict","setting:bedroom, activity:confessing_love",False,"The top keyword 'respect' and the snippets '[NAME] told you i loved you' indicate a romantic confession scene. The keyword 'utmost' suggests emotional intensity, and the phrase 'âi just fucking told you i loved you!' implies conflict or tension in the confession.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,,III,Commitment & Restoration,False,high,"The topic revolves around the hero explicitly declaring his love for the heroine, which is a key moment in the commitment phase of the romance narrative. The representative snippets all convey this declaration, making 'R11 - Hero declares love and demonstrates commitment' the most fitting Radway function.",0.0
283,"ina, , , , , , , , , ",27,"['ina', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",283_ina___,,,,,,,,,,,,,False,,,,NA,,False,,,0.9629629629629629
284,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",27,"['whines', 'maxa', 'answered', 'bounds', 'wriggles', 'perplexed', 'barks', 'outmaneuvered', 'rigidly', 'extremes', 'ability', 'curated', 'client', 'hone', 'mustards', 'stoically', 'punctuate', 'blends', 'novelty', 'diabolical', 'seena', 'revised', 'statement', 'kryptonite', 'projecting', 'mercifully', 'expressive']",Dog Whining,The dog whines repeatedly from the back of the room.,domestic_life,"setting:room, activity:whining",False,"The top keywords 'whines', 'barks', and 'dog' indicate a dog making noise. The snippets confirm this, with '[NAME] whines' appearing multiple times.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('whines', 'whines again', 'whines from the back') suggest that this topic is about a minor character's repetitive, annoying behavior, which does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc. The Stage 2 taxonomy classification of 'Domestic Spaces & Routines' further supports this, as it indicates a focus on background context rather than the main couple's relationship.",0.0
285,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger",27,"['bigger', 'huge', 'size', 'solid', 'heavy', 'geometry', 'massive', 'inch', 'large', 'larger', 'bulge', 'smootha', 'hulking', 'materiala', 'girdle', 'groused', 'grows', 'stronger', 'weighty', 'orgies', 'harsh', 'unbreakable', 'rebar', 'massively', 'bio', 'study', 'weighted']",Size Comparison Conversation,"The couple compares the size of objects, leading to flirtatious banter.","romance_core, physical_affection","setting:bedroom, activity:comparing_sizes",False,"The top keywords 'bigger', 'huge', 'size', 'solid', 'heavy', 'massive' indicate a focus on size comparison. The snippets ('this is bigger than that.', 'this one was bigger.') confirm this is a recurring conversation topic, not just a one-off mention.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Sexuality, Attraction & Intimacy'. Reassigned to R4 (Heroine interprets hero's behaviour as purely sexual interest).",0.0
286,"zanea, shrugged, trevilloa, krissana, supreme, shouldered, glare, priest, flashed, folded",27,"['zanea', 'shrugged', 'trevilloa', 'krissana', 'supreme', 'shouldered', 'glare', 'priest', 'flashed', 'folded', 'chuckling', 'twisted', 'smirked', 'raised', 'glanced', 'crew', 'natalioa', 'fight', 'obdurate', 'reform', 'conjecture', 'tossed', 'pleading', 'informed', 'sighed', 'unpunished', 'gracias']",Angry Glare During Argument,"The couple, standing in the kitchen, glares at each other during an intense argument.","relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,"The top keywords 'glare', 'fight', and 'obdurate' indicate a conflict. The snippets show characters glaring at each other in an argument, supporting the label and categories.",7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic revolves around glares and tension between characters, indicating conflict and distance. The representative snippets show characters glaring at each other, with one character's anger directed towards the heroine's interaction with another character, suggesting a threat of separation or breakup.",0.0
287,"knew, exactly, understood, doing, knows, heard, course, needed, gloating, befuddled",27,"['knew', 'exactly', 'understood', 'doing', 'knows', 'heard', 'course', 'needed', 'gloating', 'befuddled', 'omen', 'finely', 'seams', 'infinitely', 'teetering', 'legend', 'instrument', 'definitely', 'performed', 'trepidation', 'certainty', 'tuned', 'thinking', 'resources', 'turkey', 'intelligence', 'stake']",Legendary Certainty,"He knew her, and she knew him, with a certainty that transcended words.","romance_core, relationship_conflict","setting:table, activity:conversation",False,"The top keywords 'course', 'certainty', 'knew', and 'him' are repeated in the snippets, indicating a scene of mutual recognition and understanding. The label 'Legendary Certainty' captures this sense of shared history and unspoken connection. The primary categories 'romance_core' and 'relationship_conflict' reflect the emotional depth and potential tension in such a scene. The secondary categories 'setting:table' and 'activity:conversation' are supported by the snippets mentioning 'table' and conversations like 'i knew what he meant.'",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic's keywords and representative snippets suggest a moment of recognition or understanding between the hero and heroine, which is characteristic of Radway's function R10. The snippets 'i knew what he meant.' and 'i knew him.' imply a deeper understanding or empathy, while 'but it was all he knew.' could indicate a realization about the hero's past, fitting R10's reinterpreting of the hero's behavior due to previous hurt.",0.0
288,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow",27,"['mornings', 'early', 'morninga', 'omg', 'righta', 'routine', 'noon', 'overnight', 'oj', 'tomorrow', 'inspirational', 'ne', 'nce', 'albany', 'wake', 'locally', 'chirp', 'workweek', 'read', 'ideally', 'horrendous', 'mondays', 'coordinated', 'appalling', 'dc', 'crowed', 'dreary']",Morning Routine Struggles,"She dreads the early mornings, finding it hard to start her workweek.","romance_core, domestic_life","setting:mornings, activity:struggling",False,"The keywords 'mornings', 'workweek', and 'mondays' indicate a recurring daily routine. The adjective 'horrendous' suggests struggle or dislike, which is supported by the snippets mentioning 'early mornings were not my thing' and 'and mornings, too'.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's discomfort and distress with early mornings, which can be interpreted as her emotional withdrawal or coldness (R5) towards the hero, especially if this discomfort is related to his presence or actions.",0.0
289,"music, band, song, musicians, classical, jazz, playing, play, speakers, songs",27,"['music', 'band', 'song', 'musicians', 'classical', 'jazz', 'playing', 'play', 'speakers', 'songs', 'quartet', 'instrumental', 'tune', 'background', 'plays', 'played', 'radio', 'instrument', 'changes', 'switches', 'musical', 'harps', 'disco', 'jamming', 'violin', 'caps', 'orleans']",Classical Music Appreciation,The couple enjoys listening to classical music together.,"romance_core, domestic_life","setting:home, activity:listening_to_music",False,"The top keywords 'music', 'classical', and 'songs' indicate a focus on music, while 'band' and 'musicians' suggest a shared interest. The snippets 'the music.', 'cue the music.', and 'with the music?' imply that the couple is enjoying or discussing this music together, supporting a romantic, domestic setting.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
290,"nipples, nipple, hardened, harden, breasts, pebble, fabric, tighten, puckered, firm",27,"['nipples', 'nipple', 'hardened', 'harden', 'breasts', 'pebble', 'fabric', 'tighten', 'puckered', 'firm', 'erect', 'tightened', 'painfully', 'lace', 'clamps', 'nubs', 'tingle', 'points', 'pucker', 'skin', 'beneath', 'beaded', 'fondling', 'blouse', 'chill', 'clenches', 'complaints']",Breast And Nipple Play,"She gently caresses and stimulates her partner's nipples with her fingers, feeling them harden under her touch.","sexual_content, romance_core","setting:bedroom, activity:nipple_play",False,"The top keywords 'nipples', 'nipple', 'breasts', and 'clamps' clearly indicate breast and nipple play. The snippets 'nipples.', 'your nipples are hard.', and 'i can feel it from my nipples to my toes.' confirm this activity.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's focus on explicit sexual acts (nipple play, physical sensation) aligns with Radway's R12, which describes sexual and emotional union between the hero and heroine after commitment.",0.0
291,"breath, exhales, blew, breathing, deep, ragged, exhaled, intake, blows, inhales",27,"['breath', 'exhales', 'blew', 'breathing', 'deep', 'ragged', 'exhaled', 'intake', 'blows', 'inhales', 'breaths', 'labored', 'heavy', 'deeply', 'inhale', 'exhale', 'slowly', 'sucked', 'heavily', 'inhaled', 'took', 'lungs', 'released', 'whoosh', 'spotting', 'lets', 'sharply']",Deep Breaths During Emotional Moment,"She takes deep, ragged breaths, trying to calm herself as she processes her emotions.","romance_core, emotional_content","setting:private_space, activity:emotional_processing",False,"The top keywords 'breath', 'breathing', 'deep', 'ragged', 'intake', and 'exhale' all relate to the act of breathing heavily due to emotion. The snippets confirm this, showing characters taking deep breaths in emotional moments.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and representative snippets ('he let out a long puff of breath.', 'he was out of breath.', 'he sucks in a breath.') do not relate to any specific interaction between the heroine and hero, nor do they evoke emotions tied to their relationship. Instead, they describe physical reactions that could occur in any context, making them background details rather than narrative functions in the heroine–hero arc.",0.0
292,"shower, bathroom, towel, bath, tub, restroom, toilet, walks, towels, shirt",27,"['shower', 'bathroom', 'towel', 'bath', 'tub', 'restroom', 'toilet', 'walks', 'towels', 'shirt', 'washing', 'showered', 'running', 'bathtub', 'undressed', 'sink', 'rinsing', 'wet', 'adjoining', 'waist', 'sleeves', 'grabs', 'wiped', 'reaches', 'showers', 'scrubbing', 'wall']",Shower Hygiene,"He steps into the shower, turning on the water and washing himself.","domestic_life, physical_affection","setting:bathroom, activity:showering",False,"The top keywords 'shower', 'bathroom', 'towel', 'bath', and 'tub' indicate a scene centered around showering. The snippets confirm this, showing characters stepping into the shower, turning on the water, and washing themselves.",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on physical spaces and activities, specifically the shower, without any significant interaction or emotional content between the hero and heroine. It does not primarily realise any of Radway's 13 functions in the heroine–hero narrative arc.",0.0
293,"jensena, fixer, total, complaining, pained, adviser, outmaneuvered, rewritten, flittered, spat",27,"['jensena', 'fixer', 'total', 'complaining', 'pained', 'adviser', 'outmaneuvered', 'rewritten', 'flittered', 'spat', 'elimination', 'guessed', 'dissertation', 'tarnished', 'charity', 'primarily', 'forte', 'damaging', 'shaping', 'talk', 'solving', 'unfortunately', 'checking', 'ditching', 'percentage', 'meansa', 'warnings']",Talking About Relationship,"The couple sits at a table, discussing their relationship dynamics and feelings.","romance_core, relationship_conflict","setting:table, activity:talking",False,"The top keywords 'talk', 'relationship', and 'feelings' indicate a conversation about the relationship. The snippets show a dialogue happening around a table, supporting the label and chosen categories.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('jensenas face when he saw me in it', 'but jensenas that was a different story') suggest a separation or threat of separation between the hero and heroine, fitting R7.",0.0
294,"embarrassing, embarrassed, humiliating, shame, humiliated, embarrassment, ashamed, pity, embarrassinga, spare",27,"['embarrassing', 'embarrassed', 'humiliating', 'shame', 'humiliated', 'embarrassment', 'ashamed', 'pity', 'embarrassinga', 'spare', 'disgust', 'glutton', 'utterly', 'abject', 'areaa', 'swapping', 'presentable', 'unflattering', 'worse', 'needna', 'smudge', 'handmade', 'incomprehensible', 'appalling', 'demeaning', 'embarrassingly', 'socially']",Embarrassing Admissions,"She cringes, admitting her embarrassing moments to him in the kitchen.","relationship_conflict, domestic_life","setting:kitchen, activity:admitting_embarrassing_moments",False,"The top keywords 'embarrassing', 'embarrassed', 'ashamed' indicate admissions of embarrassing moments. The snippets show a person admitting these moments, likely in a domestic setting like the kitchen, as suggested by the POS cue 'setting' and the snippet 'in the kitchen'.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around embarrassment, which often leads to emotional distance or separation in romance narratives. The main keyword 'embarrassing' suggests a negative emotion that could drive a wedge between the heroine and hero, fitting R7 - separation.",0.0
295,"alexaa, spell, bookcrazy, execute, spells, explosion, grateful, shared, friend, dazed",27,"['alexaa', 'spell', 'bookcrazy', 'execute', 'spells', 'explosion', 'grateful', 'shared', 'friend', 'dazed', 'proved', 'played', 'rhonaa', 'searched', 'lifted', 'aloud', 'realized', 'pusher', 'scrooge', 'cast', 'sheer', 'command', 'extinguisher', 'muck', 'carpet', 'premonition', 'trump']",Argument About Betrayal,"He bit back the words about Alex's betrayal, his heart sinking as he followed her mother into the house.","relationship_conflict, domestic_life","setting:home, activity:argument",False,"The top keywords 'betrayal', 'heart', 'sank' and the snippets about Alex's betrayal and his emotional response indicate a scene of conflict and emotional turmoil within a domestic setting.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and tension in the relationship, with Alex's betrayal and the subsequent emotional distance. The representative snippets show Alex's heart sinking and him avoiding her, indicating a physical or emotional separation, fitting R7.",0.0
296,"meeting, office, meetings, board, offices, conference, tomorrow, engineering, noon, business",27,"['meeting', 'office', 'meetings', 'board', 'offices', 'conference', 'tomorrow', 'engineering', 'noon', 'business', 'paperwork', 'today', 'monday', 'discuss', 'boardroom', 'reports', 'week', 'staff', 'roaches', 'paging', 'set', 'afternoon', 'introduce', 'interview', 'quickies', 'disobedient', 'slots']",Business Meeting Negotiation,The couple discusses business terms in an office setting.,"domestic_life, sexual_content","setting:office, activity:negotiating",False,"The top keywords 'meeting', 'office', 'business' indicate a business negotiation setting. The snippets confirm this, with phrases like 'come to my office after your meeting' and 'âbut how about after your meeting?'. The label and scene_summary reflect this, with a focus on the negotiation activity and the office setting.",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about work and meetings, which are not central to the heroine–hero relationship. It belongs to the 'Hero's Elite Work & Business World' category and does not contain any romance-core or relationship-trajectory keywords.",0.0
297,"arrogance, cocky, smack, hea, insufferable, jerks, pompous, decides, jerky, sleazebag",27,"['arrogance', 'cocky', 'smack', 'hea', 'insufferable', 'jerks', 'pompous', 'decides', 'jerky', 'sleazebag', 'guya', 'prick', 'burta', 'scrooge', 'stubborn', 'arrogantly', 'teaches', 'liea', 'ass', 'imperious', 'grifter', 'scheming', 'merciless', 'minions', 'absurdly', 'passive', 'reveals']",Arrogant Man's Behavior,A woman notices and reacts to the arrogance of a man.,"relationship_conflict, domestic_life","setting:home, activity:argument",False,"The top keywords 'arrogance', 'arrogant', 'insufferable', 'jerks', 'pomposity' clearly indicate a conflictual relationship dynamic. The snippets 'the arrogance of the man.', 'arrogance personified.', 'and that arrogance of his?' confirm this interpretation, showing that the topic revolves around a woman's perception and reaction to a man's arrogant behavior.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets repeatedly mention 'arrogance', suggesting the heroine's antagonistic reaction to the hero's perceived arrogance, fitting Radway's R2 function.",0.0
298,"aren, jail, nightlife, means, fatherless, haired, undisclosed, lizards, derision, inspires",27,"['aren', 'jail', 'nightlife', 'means', 'fatherless', 'haired', 'undisclosed', 'lizards', 'derision', 'inspires', 'speculatively', 'solver', 'skitter', 'subsidiary', 'edgier', 'colorado', 'stocky', 'inherently', 'placate', 'doubt', 'overdone', 'goaded', 'novelty', 'courting', 'bumpy', 'lately', 'dues']",Business Expansion Negotiation,"The stocky, brown-haired man, Travis, negotiates a business deal in his office, aiming to launch himself into the top ranks of Texas developers.","business_or_work, domestic_life","setting:office, activity:negotiating",False,"The top keywords 'jail', 'nightlife', 'fatherless', and 'haired' suggest a character named Travis who is expanding his business. The snippets describe him negotiating deals and launching projects, indicating a business-focused scene.",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on the hero's business and professional achievements, which is not directly related to the heroine–hero relationship or the heroine's arc. It's about the hero's work, wealth, and status, not about the romance narrative.",0.0
299,"glad, grateful, proud, thrilled, ia, thankful, excited, shows, gratitude, item",27,"['glad', 'grateful', 'proud', 'thrilled', 'ia', 'thankful', 'excited', 'shows', 'gratitude', 'item', 'happier', 'readiness', 'inundated', 'congratulatory', 'honoring', 'additions', 'fiasco', 'lured', 'selfishly', 'pleased', 'feelinga', 'rectify', 'persisted', 'deserving', 'oblige', 'arc', 'endlessly']",Grateful Expressions,"She expresses her gratitude to him, making him feel proud and happy.","romance_core, physical_affection","setting:conversation, activity:expressing_gratitude",False,"The top keywords 'glad', 'grateful', 'thrilled', 'thankful' indicate positive emotions of gratitude. The snippets show characters expressing these feelings, supporting the label 'Grateful Expressions'. The primary categories 'romance_core' and 'physical_affection' are chosen because the topic revolves around emotional bonding and affectionate conversations.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a positive emotional response, which aligns with R9 (Heroine responds warmly to hero's tenderness). However, the lack of specific context makes this assignment tentative.",0.0
300,"buts, steadied, tycoon, claraa, heidia, arguments, contracts, central, maa, argument",27,"['buts', 'steadied', 'tycoon', 'claraa', 'heidia', 'arguments', 'contracts', 'central', 'maa', 'argument', 'success', 'ugh', 'matter', 'justa', 'board', 'gives', 'answered', 'eye', 'answer', 'need', 'really', 'ita', 'ia', '', '', '', '']",Argument About Saying No,She argues with him about setting boundaries in their relationship.,"relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,"The top keywords 'buts', 'arguments', and 'need' indicate a conflict, while 'central' suggests it's a core relationship issue. The snippets show a back-and-forth exchange, supporting the label and scene summary.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('no more', 'no buts') suggest a separation or breakup threat, fitting R7. The lack of keywords and previous label/scene summary makes the confidence medium.",0.14814814814814814
301,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie",27,"['erotic', 'sexytimes', 'dangerously', 'alluring', 'unnatural', 'attractive', 'desired', 'seductive', 'sensual', 'lingerie', 'twig', 'curvesa', 'burlesque', 'husky', 'enhances', 'scientists', 'babes', 'strive', 'dirtiest', 'degradation', 'teensy', 'look', 'showy', 'advantages', 'blot', 'succulent', 'slurping']",Erotic Lingerie Show,"She seductively models lingerie, twirling and posing for him in the bedroom.","sexual_content, domestic_life","setting:bedroom, activity:seductive_modeling",False,"The top keywords 'erotic', 'lingerie', 'seductive', and 'twig' (as a euphemism for pole dancing) suggest a sexual scene. The snippets confirm this, with 'erotic' repeated and 'itâs so erotic' implying a performance for someone else.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' clearly places it in the 'Commitment & Restoration' phase of the romance narrative. The representative snippets explicitly describe erotic acts, which aligns with Radway's function R12, 'Heroine responds sexually and emotionally'.",0.0
302,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",27,"['gun', 'weapon', 'bullets', 'pistol', 'guns', 'barrel', 'rifle', 'gunshot', 'aimed', 'shotgun', 'trigger', 'weapons', 'loaded', 'shot', 'lung', 'fired', 'disposal', 'shooting', 'pressed', 'holding', 'tuck', 'mana', 'trained', 'metallic', 'hundredth', 'tarona', 'dodged']",Gun Threat During Argument,He raises his gun towards her during an intense argument.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The top keywords 'gun', 'weapon', 'pistol', 'shotgun' indicate a clear focus on guns. The snippets show a man raising a gun during an argument, supporting the label 'Gun Threat During Argument'. The primary categories 'relationship_conflict' and 'domestic_life' are chosen because the scene involves a conflict in a home setting.",7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",,,,high,False,R6,Hero retaliates or punishes heroine,,I,Initial Conflict & Isolation,False,high,"The topic revolves around violence and threats, which typically escalates conflict and inequality between the hero and heroine in Phase I of the romance narrative. This aligns with Radway's function R6, where the hero retaliates or punishes the heroine.",0.0
303,"live, fullest, lived, motto, occasion, cartoonish, lives, lifetime, adult, goal",27,"['live', 'fullest', 'lived', 'motto', 'occasion', 'cartoonish', 'lives', 'lifetime', 'adult', 'goal', 'purgatory', 'personal', 'symbolic', 'finite', 'dangers', 'greata', 'spoken', 'grieve', 'fledgling', 'different', 'revolved', 'choose', 'rest', 'grapes', 'stages', 'aspects', 'envisioned']",Living Life To Fullest,She contemplates the meaning of living life to the fullest.,"romance_core, domestic_life","setting:home, activity:reflecting",False,"The top keyword 'fullest' and the representative snippets indicate a focus on living life to the fullest, which is a core romantic theme. The lack of explicit sexual terms and the presence of 'home' in the snippets suggest a domestic, non-sexual setting.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets focus on living life to the fullest, which could reflect the heroine's newfound happiness and security in her relationship with the hero, as often seen in Phase II of Radway's functions.",0.0
