topic_id,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_phase,radway_phase_name,radway_is_none,radway_confidence,label,scene_summary,primary_categories,secondary_categories,label_is_noise,keywords,name,secondary_cats,composite_key,composite_name,composite_note
191,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Business Meeting With Client,"Eddie meets with a client in an office, discussing business and his role in the company.","romance_core, work_or_school","setting:office, activity:discussing_business",False,"eddiea, wasn, onboarding, didn, couldn, blinked, mitchella, meeting, complied, karaoke",Business Meeting With Client,"setting:office, activity:discussing_business",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
195,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Business Deal Negotiation,"The couple, seated around a table, engages in intense negotiations over a business deal.","romance_core, domestic_life","setting:table, activity:negotiating",False,"spoke, asked, cartera, walked, reservation, blakea, noraa, smiled, pro, standards",Business Deal Negotiation,"setting:table, activity:negotiating",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
212,6.3,Shared Workplaces & Professional Interaction,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Office Work At Desk,"She sits at her desk in the office, staring at her computer screen.","domestic_life, work_or_school","setting:office, activity:working",False,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight",Office Work At Desk,"setting:office, activity:working",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
223,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Work-related Presentation,The couple discusses work and expectations in the office before the presentation.,"romance_core, domestic_life","setting:office, activity:discussing",False,"wea, work, need, talked, presentation, whatevera, talk, discuss, adults, handle",Work-related Presentation,"setting:office, activity:discussing",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
259,6.2,Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Work At Desk,"She sits behind her desk, worried, as she waits for news on her computer.","domestic_life, work_or_school","setting:office, activity:waiting",False,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat",Work At Desk,"setting:office, activity:waiting",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
277,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Business Deal Negotiation,"He sits across the table, negotiating business terms with a potential investor.","business_or_work, social_setting","setting:office, activity:negotiating",False,"company, buy, profits, business, companies, funds, paid, businesses, successes, millions",Business Deal Negotiation,"setting:office, activity:negotiating",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
296,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),high,False,none,None of the above,NA,Not a narrative function,True,high,Business Meeting Negotiation,The couple discusses business terms in an office setting.,"domestic_life, sexual_content","setting:office, activity:negotiating",False,"meeting, office, meetings, board, offices, conference, tomorrow, engineering, noon, business",Business Meeting Negotiation,"setting:office, activity:negotiating",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
298,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Business Expansion Negotiation,"The stocky, brown-haired man, Travis, negotiates a business deal in his office, aiming to launch himself into the top ranks of Texas developers.","business_or_work, domestic_life","setting:office, activity:negotiating",False,"aren, jail, nightlife, means, fatherless, haired, undisclosed, lizards, derision, inspires",Business Expansion Negotiation,"setting:office, activity:negotiating",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
309,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Contract Negotiation,The couple discusses and negotiates the terms of a contract around a table.,,,False,"contract, signed, contracts, sign, clause, dalliances, promissory, signing, read, contracta",Contract Negotiation,,K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
316,6.2,Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Office Work At Desk,"He sits behind his desk, focused on work-related tasks.","domestic_life, work_or_school","setting:office, activity:working",False,"desk, papers, sitting, sits, office, sat, chair, seated, monitor, walks",Office Work At Desk,"setting:office, activity:working",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
326,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Business Call Negotiation,The couple discusses business terms over the phone in their home office.,"domestic_life, work_or_school","setting:home_office, activity:phone_call",False,"calling, called, anytime, earliest, calls, later, convenience, alright, pressa, newsa",Business Call Negotiation,"setting:home_office, activity:phone_call",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
343,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Business Attire In Office,"He, dressed in a crisp navy suit and tie, stands in his office, negotiating a business deal.","business_setting, romance_core","setting:office, activity:negotiating",False,"navy, tie, wearing, crisp, shirt, tailored, charcoal, perfectly, custom, wore",Business Attire In Office,"setting:office, activity:negotiating",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
348,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",5.2,Friends & Social Circles,Social World Outside Couple,high,False,none,None of the above,NA,Not a narrative function,True,high,Seminar Networking,Business-minded attendees connect and discuss opportunities during a seminar.,"social_setting, work_or_school","setting:seminar, activity:discussing",False,"seminar, swallowed, received, geniuses, brochures, slackened, clients, spiel, didn, pharmaceuticals",Seminar Networking,"setting:seminar, activity:discussing",K_professional_intrusion,K) Professional Intrusion,workplace and institutional texture
61,4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Apology And Forgiveness,"She apologizes for her mistake, and he forgives her, leading to a moment of emotional connection.","romance_core, relationship_conflict","setting:home, activity:apologizing",False,"apologize, forgive, sorry, apology, apologized, apologizing, forgiveness, forgiven, apologies, profusely",Apology And Forgiveness,"setting:home, activity:apologizing",N_separation_reunion,N) Separation / Reunion,breakup → reunion arc
65,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Apologetic Excuse Me,"She hesitates, then says 'excuse me' in a soft, uncertain voice.","relationship_conflict, romance_core","setting:none, activity:saying_sorry",False,"excuse, aye, alright, look, ew, excellent, bye, called, lottiea, buta",Apologetic Excuse Me,"setting:none, activity:saying_sorry",N_separation_reunion,N) Separation / Reunion,breakup → reunion arc
87,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,high,Unclear Relationship Feelings,The couple argues about their relationship status in the kitchen.,"romance_core, relationship_conflict","setting:kitchen, activity:arguing",False,"leave, leaving, walk, left, need, leta, run, needed, fleeing, unscathed",Unclear Relationship Feelings,"setting:kitchen, activity:arguing",N_separation_reunion,N) Separation / Reunion,breakup → reunion arc
268,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Emotional Conversation Around Table,"The couple sits at a table, engaged in a deep, emotional conversation.","romance_core, relationship_conflict","setting:table, activity:conversation",False,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props",Emotional Conversation Around Table,"setting:table, activity:conversation",N_separation_reunion,N) Separation / Reunion,breakup → reunion arc
273,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,high,Tearful Apology,"She, tears streaming down her face, apologizes to him in a soft, contrite voice.","romance_core, relationship_conflict","setting:bedroom, activity:apologizing",False,"sorry, apologize, apology, ia, apologized, whispered, ruined, apologizing, truly, hastily",Tearful Apology,"setting:bedroom, activity:apologizing",N_separation_reunion,N) Separation / Reunion,breakup → reunion arc
341,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,high,Reunion After Argument,"After a heated argument, he hesitates but ultimately decides not to leave her.","relationship_conflict, romance_core","setting:home, activity:arguing, activity:reunion",False,"leaving, mirandaa, disrespectful, hadna, replacement, coolly, reunion, bogged, realizations, supplication",Reunion After Argument,"setting:home, activity:arguing, activity:reunion",N_separation_reunion,N) Separation / Reunion,breakup → reunion arc
312,1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Stubble And Tousled Hair,"He runs a hand through his tousled hair, dark stubble dappling his chin.","romance_core, physical_affection","setting:bedroom, activity:grooming",False,"hair, stubble, shaved, forehead, tousled, shaven, shave, mussed, scruff, shadow",Stubble And Tousled Hair,"setting:bedroom, activity:grooming",O_aesthetics_appearance,O) Aesthetics / Appearance,personal appearance & presentation
4,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Unclear Relationship Feelings,The couple expresses confusion about their relationship status and past behavior.,"romance_core, relationship_conflict","setting:home, activity:conversation",False,"seen, felt, ia, wanted, hea, experienced, loved, dated, thought, told",Unclear Relationship Feelings,"setting:home, activity:conversation",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
52,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",medium,False,R3,Hero responds ambiguously to heroine,I,Initial Conflict & Isolation,False,medium,Unclear Relationship Feelings,"He wanted to understand everything about her, but her past caught up with them at home.","romance_core, relationship_conflict","setting:home, activity:investigation",False,"sama, www, didn, event, mocking, muttered, answered, masculine, shattering, unethical",Unclear Relationship Feelings,"setting:home, activity:investigation",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
62,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Months Of Careful Lies,"He carefully lies about his past, trying to hide his true self from her.","relationship_conflict, domestic_life","setting:home, activity:lying",False,"josha, declana, woulda, didna, months, med, frienda, chess, situation, careful",Months Of Careful Lies,"setting:home, activity:lying",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
63,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Deceptive Relationship,"She lies to him about her whereabouts, trying to hide her true feelings.","romance_core, relationship_conflict","setting:home, activity:lying",False,"lie, lied, lying, lies, deception, truths, outright, omission, liara, believe",Deceptive Relationship,"setting:home, activity:lying",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
76,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Whispered Secrets,She whispers secrets to him in the dimly lit bedroom.,"romance_core, relationship_conflict","setting:bedroom, activity:whispering",False,"whisper, whispered, murmur, whispers, whata, breathy, shh, contorting, conceited, meek",Whispered Secrets,"setting:bedroom, activity:whispering",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
114,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),5.2,Friends & Social Circles,Social World Outside Couple,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Reluctant Relationship Choices,"Isa hesitates to share her top choices for Eli's new PA, causing tension with Melanie.","relationship_conflict, domestic_life","setting:home, activity:arguing",False,"taga, asked, drewa, wasna, replied, enthralled, hadna, kadea, choices, deter",Reluctant Relationship Choices,"setting:home, activity:arguing",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
172,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,medium,Unclear Relationship Feelings,Stella and the unnamed narrator exchange uncertain glances and have a conversation about their relationship.,"romance_core, relationship_conflict","setting:kitchen, activity:conversation",False,"stellaa, avaa, resurfaced, julesa, unrecognizable, musta, bridgeta, widened, parted, woulda",Unclear Relationship Feelings,"setting:kitchen, activity:conversation",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
240,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),6.2,Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Career-focused Relationship Struggles,She thought about their relationship while booking a flight for her career opportunity.,"romance_core, relationship_conflict","setting:office, activity:thinking, relationship:long_term",False,"ia, worked, applied, developed, years, tasked, built, research, achieved, deal",Career-focused Relationship Struggles,"setting:office, activity:thinking, relationship:long_term",Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
332,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Keeping Secrets,"The couple exchanges furtive glances and hushed words, guarding their secret from prying eyes.",,,False,"secrets, confidential, secrecy, keeping, secretive, discreet, kept, identity, sneaking, spilling",Keeping Secrets,,Q_miscommunication,Q) Miscommunication & Conflict,"secrets, misunderstandings, conflict"
61,4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Apology And Forgiveness,"She apologizes for her mistake, and he forgives her, leading to a moment of emotional connection.","romance_core, relationship_conflict","setting:home, activity:apologizing",False,"apologize, forgive, sorry, apology, apologized, apologizing, forgiveness, forgiven, apologies, profusely",Apology And Forgiveness,"setting:home, activity:apologizing",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
65,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Apologetic Excuse Me,"She hesitates, then says 'excuse me' in a soft, uncertain voice.","relationship_conflict, romance_core","setting:none, activity:saying_sorry",False,"excuse, aye, alright, look, ew, excellent, bye, called, lottiea, buta",Apologetic Excuse Me,"setting:none, activity:saying_sorry",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
93,5.1,Family & Kinship,Social World Outside Couple,4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),high,False,R13,Heroine's identity is restored,III,Commitment & Restoration,False,medium,Family Apologies And Reconciliation,"The family gathers around the table, with parents and siblings present, as apologies are exchanged and past faults are addressed.","domestic_life, relationship_conflict","setting:table, activity:apologizing",False,"parents, apologies, died, sister, ex, dada, brogue, pleasure, woozy, daughter",Family Apologies And Reconciliation,"setting:table, activity:apologizing",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
96,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Whispered Love Confessions,She whispers her love in his ear.,"romance_core, relationship_conflict","setting:bedroom, activity:whispering",False,"whispers, whispered, whisper, softly, breaking, ear, plea, murmured, soft, someday",Whispered Love Confessions,"setting:bedroom, activity:whispering",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
108,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Epic Love Confessions,"The couple, in a quiet moment, confesses their deep, long-standing love for each other.","romance_core, relationship_conflict","setting:quiet_moment, activity:love_confession",False,"loved, fall, falling, believe, consuming, isna, true, fickle, kind, loves",Epic Love Confessions,"setting:quiet_moment, activity:love_confession",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
159,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Casual Conversations,The couple exchanges light-hearted remarks while walking through a colorful market.,"romance_core, social_setting","setting:market, activity:casual_conversation",False,"yeah, reply, agreed, answered, agree, answer, yesa, plea, eagerly, admitted",Casual Conversations,"setting:market, activity:casual_conversation",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
192,3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Optimistic Reassurance,She reassures him that everything will be fine.,"romance_core, domestic_life","setting:kitchen, activity:conversation",False,"everythinga, ita, perfectly, suited, going, sashimi, fixable, totally, shhhh, sod",Optimistic Reassurance,"setting:kitchen, activity:conversation",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
273,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,high,Tearful Apology,"She, tears streaming down her face, apologizes to him in a soft, contrite voice.","romance_core, relationship_conflict","setting:bedroom, activity:apologizing",False,"sorry, apologize, apology, ia, apologized, whispered, ruined, apologizing, truly, hastily",Tearful Apology,"setting:bedroom, activity:apologizing",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
282,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,III,Commitment & Restoration,False,high,Emotional Love Confession,"She told him she loved him, hoping for a reciprocated declaration.","romance_core, relationship_conflict","setting:bedroom, activity:confessing_love",False,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost",Emotional Love Confession,"setting:bedroom, activity:confessing_love",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
305,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Quiet Conversation About Best Option,"The couple sits quietly, discussing the best course of action.","romance_core, relationship_conflict","setting:quiet, activity:discussing_options",False,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga",Quiet Conversation About Best Option,"setting:quiet, activity:discussing_options",Q_repair,Q) Repair & Reconciliation,"apologies, forgiveness, reconciliation"
70,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Kitten Rescue And Bonding,"She rescued two hairless kittens, cradling them in her lap, their tiny paws kneading her pasty skin as they purr contentedly.",,,False,"kittens, delivery, cata, purr, claws, rescued, hairless, arrogantly, cheshire, lap",Kitten Rescue And Bonding,,R1_protective_caretaking,R1) Protective Caretaking,tender protective care (nurturing caretaking)
250,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Protective Conversations By Firelight,"She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.","romance_core, relationship_conflict","setting:fireplace, activity:conversation",False,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations",Protective Conversations By Firelight,"setting:fireplace, activity:conversation",R1_protective_caretaking,R1) Protective Caretaking,tender protective care (nurturing caretaking)
22,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,I,Initial Conflict & Isolation,False,medium,Resisting Temptation,"She struggles with her desire, trying to make the right choice.","romance_core, relationship_conflict","setting:mind, activity:thought",False,"didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore",Resisting Temptation,"setting:mind, activity:thought",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
169,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Risky Business Decision,The couple argues in the kitchen about a risky business move.,"relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,"risky, stake, low, far, risk, responsibility, temptation, expensive, busy, toodles",Risky Business Decision,"setting:kitchen, activity:arguing",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
201,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,medium,Jealousy Conversation,The couple discusses their feelings of jealousy and irrational thoughts.,"relationship_conflict, domestic_life","setting:living_room, activity:arguing",False,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",Jealousy Conversation,"setting:living_room, activity:arguing",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
268,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Emotional Conversation Around Table,"The couple sits at a table, engaged in a deep, emotional conversation.","romance_core, relationship_conflict","setting:table, activity:conversation",False,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props",Emotional Conversation Around Table,"setting:table, activity:conversation",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
322,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,low,Scornful Head Shaking,He scornfully shakes his head at her.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"shook, head, shaking, dislodge, scornful, lockdown, graying, slightly, behavior, chortled",Scornful Head Shaking,"setting:home, activity:arguing",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
340,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Emotional Denial Conversation,"She struggles to express her feelings, making him cringe with frustration.","romance_core, relationship_conflict","setting:bedroom, activity:arguing",False,"reida, ha, mouths, samuela, fortunately, denial, minimized, texta, punched, guarda",Emotional Denial Conversation,"setting:bedroom, activity:arguing",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
342,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,high,Mistaken Accusations,"A couple argues heatedly, each convinced the other has done something wrong.","relationship_conflict, domestic_life","setting:living_room, activity:arguing",False,"wrong, somethinga, terribly, wrongs, feels, harbinger, critics, uncharacteristic, peculiar, event",Mistaken Accusations,"setting:living_room, activity:arguing",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
345,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Firm Rejections,She firmly rejects his advances in the dimly lit room.,"relationship_conflict, domestic_life","setting:bedroom, activity:rejecting",False,"dona, coy, daft, tramp, start, naa, pffft, dreamsa, downplay, maserati",Firm Rejections,"setting:bedroom, activity:rejecting",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
366,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",medium,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,high,Scowling At Beeps,"She scowls at the beeping sounds, her expression smooth like the avocado she's slicing for smoothies.","relationship_conflict, domestic_life","setting:kitchen, activity:scowling",False,"scowl, beeping, beeps, beeped, crews, frowning, galloped, spelling, bees, mango",Scowling At Beeps,"setting:kitchen, activity:scowling",R2_alpha_guarding,R2) Alpha Guarding,possessive protective aggression (alpha guarding)
22,3.3,Ambivalence & Internal Conflict,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,I,Initial Conflict & Isolation,False,medium,Resisting Temptation,"She struggles with her desire, trying to make the right choice.","romance_core, relationship_conflict","setting:mind, activity:thought",False,"didna, couldna, wasna, hadna, wouldna, control, fucked, want, expecting, anymore",Resisting Temptation,"setting:mind, activity:thought",R_jealousy_possessiveness,R) Jealousy & Possessiveness,jealous/possessive conflict (kept for H4 hypothesis continuity)
201,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,medium,Jealousy Conversation,The couple discusses their feelings of jealousy and irrational thoughts.,"relationship_conflict, domestic_life","setting:living_room, activity:arguing",False,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",Jealousy Conversation,"setting:living_room, activity:arguing",R_jealousy_possessiveness,R) Jealousy & Possessiveness,jealous/possessive conflict (kept for H4 hypothesis continuity)
268,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Emotional Conversation Around Table,"The couple sits at a table, engaged in a deep, emotional conversation.","romance_core, relationship_conflict","setting:table, activity:conversation",False,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props",Emotional Conversation Around Table,"setting:table, activity:conversation",R_jealousy_possessiveness,R) Jealousy & Possessiveness,jealous/possessive conflict (kept for H4 hypothesis continuity)
322,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,low,Scornful Head Shaking,He scornfully shakes his head at her.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"shook, head, shaking, dislodge, scornful, lockdown, graying, slightly, behavior, chortled",Scornful Head Shaking,"setting:home, activity:arguing",R_jealousy_possessiveness,R) Jealousy & Possessiveness,jealous/possessive conflict (kept for H4 hypothesis continuity)
