topic_id,label,keywords,scene_summary,label_is_noise,taxonomy_main_group,taxonomy_main_name,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_group,taxonomy_secondary_name,radway_phase_name,radway_phase,radway_main_name,radway_confidence,radway_is_none,gate3_pass,mapping_notes,is_other,is_paratext,is_unmapped,is_low_coverage,is_author_dominant_high,is_author_dominant_med
252,Argument With Glare,"westona, growls, straightens, cautions, scowls, movea, retorts, turns, smoldering, oops","He glares at her, voice hard, as she retorts with a smirk.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
253,Confused Conversations,"doing, demanded, asked, going, shrug, stammer, supremacy, question, sacrilege, chides","She looks at him, confused, as he stutters and struggles to explain his actions.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
254,Regretful Mistake Admission,"mistake, wrong, mistakes, faulty, huge, foolish, make, undo, horny, trafficked","She admits her mistake, wishing she could take it back.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,medium,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
255,Hot And Heavy Flirting,"hotter, smoking, hots, hottest, really, extremely, totally, scorpion, empathetic, ceaseless","She blushes, playfully teasing him about being the 'hottest' person she's ever met.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,high,False,False,,False,False,False,False,False,False
256,Hushed Conversations,"shh, whew, uh, ah, huh, whata, wrong, whack, wh, ew","She whispered, he leaned in, their voices low in the dimly lit room.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
257,Scent-induced Arousal,"smell, scent, perfume, smells, smelled, air, scents, smelling, distillery, lavender","She notices his captivating scent, feeling a sudden surge of arousal.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
258,Sunset Parade Motivation,"austina, youra, parade, happened, flippantly, sidling, abruptly, didna, issues, wherea","She watched the parade, motivated by the sunset, her hand shot out as she finished her magazine.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,medium,False,False,,False,False,False,False,False,False
259,Work At Desk,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat","She sits behind her desk, worried, as she waits for news on her computer.",False,"Work, Wealth, Status & Institutions",Heroine's Work & Professional Identity,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
260,Nodding Agreement At Table,"nodded, shrugged, scowl, shrug, agreement, gearshift, assertion, tracea, waiter, sullenly",He nodded in agreement at the table with the waiter.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
261,Car Ride Negotiation,"doesn, introduce, cajoled, disarming, sangria, teaches, uncompromising, tendencies, horizontal, protocol","She sits in the passenger seat, trying to reason with him as he drives.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
262,Clever Insults During Argument,"imply, clever, honestly, gives, , , , , , ","She glares at him, retorting with a clever insult as they argue in the kitchen.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
263,Riddles And Challenges,"supposed, whata, question, challenge, true, isna, means, conventional, presumptuous, riddle",The couple engages in a playful game of riddles and challenges to test each other's wit and intelligence.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
264,Schoolyard Argument,"lilliea, rubya, daughtera, holds, daughter, squeeze, starts, dumpling, eleanora, school",The daughter and her friends argue loudly in the schoolyard.,False,Social World Outside Couple,Family & Kinship,high,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
265,Careful Tune-up Before Night Out,"just, checking, saya, practicing, record, careful, tune, curveball, easy, peasy",She carefully checks and tunes her car before their night out.,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
266,Compromising Photoshoot,"shots, client, grinned, wouldn, compromising, photos, assured, meridian, explicit, le",Abbey positions a man for incriminating photos while her accomplice captures the shots.,False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,,,Initial Conflict & Isolation,I,Hero retaliates or punishes heroine,medium,False,False,,False,False,False,False,False,False
267,Cocky Smirk During Argument,"nods, smirks, smirk, knowingly, solemnly, fuss, politely, broaden, fixed, amused",He smirks cockily at her during an intense argument.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,low,False,False,,False,False,False,False,False,False
268,Emotional Conversation Around Table,"ameliea, diary, frowns, tosses, widens, pouts, gaze, glances, breaks, props","The couple sits at a table, engaged in a deep, emotional conversation.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
269,Urban Threat Assessment,"jacksona, looked, boudreauxa, eloquently, selflessness, chuckled, growled, sideways, stony, turned","The couple, in their car on a city boulevard, assesses potential threats from panhandlers and considers regulatory responses.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,"Conflict, Risk & Harm","Violence, Threats & Coercion",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
270,Tearful Sobbing,"cried, tears, sobbing, sobbed, bawling, weep, stop, whatsoever, feminine, start","She sat alone, tears streaming down her face, sobbing uncontrollably.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,high,False,False,,False,False,False,False,False,False
271,Physical Labor And Attraction,"sama, couldn, didn, sculpted, conquest, labor, charmed, insisting, advantage, defenses",She remembered his sculpted body from years of construction work as they stood close in the kitchen.,False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,medium,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
272,Reluctant Relationship Talk,"answered, says, told, tell, quickly, asks, assured, reada, girlfriend, introduce","She hesitates, then says 'no' to his advances, sparking a conversation about their relationship.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
273,Tearful Apology,"sorry, apologize, apology, ia, apologized, whispered, ruined, apologizing, truly, hastily","She, tears streaming down her face, apologizes to him in a soft, contrite voice.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,high,False,False,,False,False,False,False,False,False
274,Exclusive Club Nights,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores","The couple frequents exclusive clubs, engaging in wild nights out.",False,Social World Outside Couple,"Community, Norms & Social Events",high,False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
275,Back-to-back Support,"othera, lives, compatible, live, better, work, connected, synapses, physically, pasts","The couple stands back-to-back, each having the other's back in a moment of solidarity.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
276,Angry Argument,"anger, rage, furious, burning, dense, disrespectful, temper, thrums, bitterness, rising","She glared at him, her anger rising as she accused him of being disrespectful.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,high,False,False,,False,False,False,False,False,False
277,Business Deal Negotiation,"company, buy, profits, business, companies, funds, paid, businesses, successes, millions","He sits across the table, negotiating business terms with a potential investor.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
278,Medical Emergency Response,"gracea, asked, paged, liked, avoid, east, ways, preface, enlisted, restart","A paramedic rushes to the aid of a patient in distress, using paddles to revive them.",False,"Work, Wealth, Status & Institutions","Law, Medicine, Education & Formal Institutions",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
279,Pilot's Mileage Concerns,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors","The pilot worries about the miles they've flown, fearing the loss of their co-pilot.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,medium,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
280,Growling During Intimacy,"growls, groans, growl, rumbles, growling, rips, low, snarls, grunts, rumble",He growls deeply as they make out in the bedroom.,False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
281,Sleeping Together,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed","She watches him sleep, exhausted from the night's activities.",False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
282,Emotional Love Confession,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost","She told him she loved him, hoping for a reciprocated declaration.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Commitment & Restoration,III,Hero declares love and demonstrates commitment,high,False,False,,False,False,False,False,False,False
283,283_ina___,"ina, , , , , , , , , ",,,,,,False,,,,NA,,,False,False,,False,False,True,False,False,False
284,Dog Whining,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",The dog whines repeatedly from the back of the room.,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
285,Size Comparison Conversation,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger","The couple compares the size of objects, leading to flirtatious banter.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,low,False,False,,False,False,False,False,False,False
286,Angry Glare During Argument,"zanea, shrugged, trevilloa, krissana, supreme, shouldered, glare, priest, flashed, folded","The couple, standing in the kitchen, glares at each other during an intense argument.",False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
287,Legendary Certainty,"knew, exactly, understood, doing, knows, heard, course, needed, gloating, befuddled","He knew her, and she knew him, with a certainty that transcended words.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,medium,False,False,,False,False,False,False,False,False
288,Morning Routine Struggles,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow","She dreads the early mornings, finding it hard to start her workweek.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,medium,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
289,Classical Music Appreciation,"music, band, song, musicians, classical, jazz, playing, play, speakers, songs",The couple enjoys listening to classical music together.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
290,Breast And Nipple Play,"nipples, nipple, hardened, harden, breasts, pebble, fabric, tighten, puckered, firm","She gently caresses and stimulates her partner's nipples with her fingers, feeling them harden under her touch.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
291,Deep Breaths During Emotional Moment,"breath, exhales, blew, breathing, deep, ragged, exhaled, intake, blows, inhales","She takes deep, ragged breaths, trying to calm herself as she processes her emotions.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
292,Shower Hygiene,"shower, bathroom, towel, bath, tub, restroom, toilet, walks, towels, shirt","He steps into the shower, turning on the water and washing himself.",False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
293,Talking About Relationship,"jensena, fixer, total, complaining, pained, adviser, outmaneuvered, rewritten, flittered, spat","The couple sits at a table, discussing their relationship dynamics and feelings.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
294,Embarrassing Admissions,"embarrassing, embarrassed, humiliating, shame, humiliated, embarrassment, ashamed, pity, embarrassinga, spare","She cringes, admitting her embarrassing moments to him in the kitchen.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
295,Argument About Betrayal,"alexaa, spell, bookcrazy, execute, spells, explosion, grateful, shared, friend, dazed","He bit back the words about Alex's betrayal, his heart sinking as he followed her mother into the house.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
296,Business Meeting Negotiation,"meeting, office, meetings, board, offices, conference, tomorrow, engineering, noon, business",The couple discusses business terms in an office setting.,False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,Relationship Trajectory (Main Couple),"Meeting, First Impressions & Setup",Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
297,Arrogant Man's Behavior,"arrogance, cocky, smack, hea, insufferable, jerks, pompous, decides, jerky, sleazebag",A woman notices and reacts to the arrogance of a man.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
298,Business Expansion Negotiation,"aren, jail, nightlife, means, fatherless, haired, undisclosed, lizards, derision, inspires","The stocky, brown-haired man, Travis, negotiates a business deal in his office, aiming to launch himself into the top ranks of Texas developers.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
299,Grateful Expressions,"glad, grateful, proud, thrilled, ia, thankful, excited, shows, gratitude, item","She expresses her gratitude to him, making him feel proud and happy.",False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
300,Argument About Saying No,"buts, steadied, tycoon, claraa, heidia, arguments, contracts, central, maa, argument",She argues with him about setting boundaries in their relationship.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
301,Erotic Lingerie Show,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie","She seductively models lingerie, twirling and posing for him in the bedroom.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
302,Gun Threat During Argument,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",He raises his gun towards her during an intense argument.,False,"Conflict, Risk & Harm","Violence, Threats & Coercion",high,False,,,Initial Conflict & Isolation,I,Hero retaliates or punishes heroine,high,False,False,,False,False,False,False,False,False
303,Living Life To Fullest,"live, fullest, lived, motto, occasion, cartoonish, lives, lifetime, adult, goal",She contemplates the meaning of living life to the fullest.,False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
304,Local Honey Accident,"jar, barista, trance, suggests, georgiaa, taffy, saltwater, supplement, local, mileage","She drops a jar of local honey, startling her mother who was behind her.",False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
305,Quiet Conversation About Best Option,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga","The couple sits quietly, discussing the best course of action.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
306,Playful Laughter In Fun Setting,"laughs, laugh, laughter, grins, holidays, resuscitation, issuesa, giggles, amphitheater, humorous",The couple laughs and grins at each other while enjoying a humorous moment together in a fun setting.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
307,Color Scheme Discussion,"colors, favorite, yellow, scheme, bright, ones, shade, primary, packets, burgundy",The couple discusses their favorite colors and shades around the table.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
308,Clitoral Stimulation During game,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct","He gently caresses her clitoris as they lie on the bed, building anticipation before going further.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
309,Contract Negotiation,"contract, signed, contracts, sign, clause, dalliances, promissory, signing, read, contracta",The couple discusses and negotiates the terms of a contract around a table.,False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
310,Feminist Identity Affirmation,"foremost, tend, feminine, ama, ladies, feminist, conscious, especially, godawful, experience",She asserts her identity and purpose as a woman.,False,"Emotions, Cognition & Inner Life","Beliefs, Values & Moral Reflection",high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,medium,False,False,,False,False,False,False,False,False
311,Yearlong Relationship Reflection,"wea, shared, downs, cycle, yearlong, created, worked, years, squared, accidentally","The couple, sitting at a table, reflects on their thousands of times together over the yearlong cycle of their relationship.",False,"Emotions, Cognition & Inner Life","Beliefs, Values & Moral Reflection",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
312,Stubble And Tousled Hair,"hair, stubble, shaved, forehead, tousled, shaven, shave, mussed, scruff, shadow","He runs a hand through his tousled hair, dark stubble dappling his chin.",False,Embodied & Sensory Experience,Body Parts & Physical Reactions,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
313,Adrenaline-fueled Racing,"race, frowns, begins, starts, racing, brace, races, deluge, prebuyers, thoroughbred",The couple's hearts race as they watch thoroughbreds compete in a thrilling race.,False,Embodied & Sensory Experience,Exercise & Physical Activity,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
314,Moral Dilemma Discussion,"thing, proves, exactly, thinga, telegraphing, humane, accurately, percent, accept, winner","The couple sits around the table, discussing a moral dilemma.",False,"Emotions, Cognition & Inner Life","Beliefs, Values & Moral Reflection",medium,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,medium,False,False,,False,False,False,False,False,False
315,Intense Argument With Glare,"jaxa, questioned, dereka, replied, answered, heck, rolled, eliminating, egged, slapped","He glared menacingly, his eyes reflecting anger and tension as they argued heatedly in the dimly lit room.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
316,Office Work At Desk,"desk, papers, sitting, sits, office, sat, chair, seated, monitor, walks","He sits behind his desk, focused on work-related tasks.",False,"Work, Wealth, Status & Institutions",Heroine's Work & Professional Identity,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
317,Scent-induced Intimacy,"scent, smelled, smell, perfume, nostrils, shampoo, smells, coconut, lavender, flowers","She notices his scent, triggering intimate thoughts and actions.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
318,Mutual Clitoral Stimulation,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly","She and he mutually stimulate each other's clitoris, expressing mutual pleasure.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
319,Nighttime Carousel Conversation,"enjoy, penguins, buildup, unsurprisingly, americaa, cabs, nightie, carousel, bass, thrive",She confesses her feelings in the car under the night sky.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
320,Emotional Delusion Conversation,"feelsa, feela, better, feels, felta, feeling, soa, makes, felt, queasy",She struggles to express her confusing feelings about their relationship while he listens intently.,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,low,False,False,,False,False,False,False,False,False
321,Emotional Relationship Delusion,"cilliana, antidote, maine, evon, unlike, entertainment, spent, footed, entailed, tolerant","She struggles to understand her confusing feelings about their relationship, sitting alone in her room.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,medium,False,False,,False,False,False,False,False,False
322,Scornful Head Shaking,"shook, head, shaking, dislodge, scornful, lockdown, graying, slightly, behavior, chortled",He scornfully shakes his head at her.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,low,False,False,,False,False,False,False,False,False
323,Photography Session,"cameras, photos, pictures, photographers, camera, sign, photo, photoshoot, note, images","A couple poses for a photoshoot in a studio, with cameras capturing their intimate moments.",False,"Spaces, Time, Activities & Objects",Public & Leisure Spaces,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
324,Overreacting Conversation,"sensory, overreacting, ita, discussion, bravely, overreaction, va, overeager, cultural, overanalyzing",She accuses him of overreacting during their heated argument in the kitchen.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
325,Owl Observation,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",She watches an elf owl perched on a branch.,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
326,Business Call Negotiation,"calling, called, anytime, earliest, calls, later, convenience, alright, pressa, newsa",The couple discusses business terms over the phone in their home office.,False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
327,Nodding Agreement,"nod, thank, solemnly, dribble, zit, prompt, undeniable, briskly, eagerly, guards",She nods in agreement during a conversation around the table.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
328,Intense Moaning During Foreplay,"moan, groaned, scream, screamed, whimper, moans, whimpered, moaned, inwardly, quivering","She moans loudly, her body tensing as he stimulates her clitoris with his fingers.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
329,Parenting And Care Routine,"remya, dependable, coos, wails, parenting, competent, guardian, having, raise, formula","The couple ensures their child is safe and cared for, preparing formula and putting them to sleep.",False,Social World Outside Couple,Family & Kinship,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
330,Smiling And Laughing Together,"marleya, confidante, splutters, goofily, pleads, kicking, suma, ra, stylist, glance","The couple, smiling and laughing, shares playful moments together.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
331,Cocky Shark's Vows,"biancaa, jambalaya, tremulous, egotistical, presumptuous, enzoa, scooping, muttered, shark, vows","In a tense moment, Bianca's eyes widen as the cocky shark vows to run, leaving her uncertain about their relationship.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
332,Keeping Secrets,"secrets, confidential, secrecy, keeping, secretive, discreet, kept, identity, sneaking, spilling","The couple exchanges furtive glances and hushed words, guarding their secret from prying eyes.",False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
333,Threatening Affair Disclosure,"marca, weapons, compare, threats, sworn, cubicle, hadn, york, affair, conscious","In the cubicle, Vanessa threatens to reveal their affair to Mark's ex-wife.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,"Conflict, Risk & Harm","Violence, Threats & Coercion",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
334,Resolute Nodding Agreement,"nodded, enthusiastically, solemnly, smiled, politely, chewed, slowly, encouragingly, perfunctory, declarations",She nodded resolutely in agreement during a prolonged conversation.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
