topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
274,"clubs, members, exclusive, cluba, stag, wilder, restaurants, member, strip, whores",27,274_clubs_members_exclusive_cluba,5.3,"Community, Norms & Social Events",Social World Outside Couple,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets focus on clubs and social events, not on the heroine–hero relationship. It belongs to the 'Community, Norms & Social Events' main category, which is not part of the main couple's relationship trajectory."
275,"othera, lives, compatible, live, better, work, connected, synapses, physically, pasts",27,275_othera_lives_compatible_live,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic of having each other's backs suggests a moment of unity and support between the hero and heroine, indicating a warm response from the heroine towards the hero's tenderness, fitting R9."
276,"anger, rage, furious, burning, dense, disrespectful, temper, thrums, bitterness, rising",27,276_anger_rage_furious_burning,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets revolve around anger and resentment, which are typical of the heroine reacting antagonistically to the hero in Phase I of the romance narrative. The main taxonomy category 'Conflict, Distance & Breakup Threats' further supports this interpretation."
277,"company, buy, profits, business, companies, funds, paid, businesses, successes, millions",27,277_company_buy_profits_business,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the hero's business world, which is not directly related to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions."
278,"gracea, asked, paged, liked, avoid, east, ways, preface, enlisted, restart",27,278_gracea_asked_paged_liked,6.5,"Law, Medicine, Education & Formal Institutions","Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on Grace's interactions with others, not with a hero. The Stage 2 taxonomy places it under 'Law, Medicine, Education & Formal Institutions', further emphasizing its non-romance narrative function."
279,"mile, dishing, pilot, london, precautions, losing, wolves, trek, booking, competitors",27,279_mile_dishing_pilot_london,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around negative emotions and distress, with the representative snippets suggesting the heroine's emotional withdrawal and guarded response ('whatever youâre dishing out isnât half as bad as losing him'). This aligns with R5, where the heroine meets the hero's interest with emotional withdrawal and guarded responses."
280,"growls, groans, growl, rumbles, growling, rips, low, snarls, grunts, rumble",27,280_growls_groans_growl_rumbles,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets focus on the hero's growling responses to the heroine, indicating sexual tension and attraction. This aligns with Radway's function R4, where the heroine interprets the hero's behavior as purely sexual interest."
281,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed",27,281_sleep_asleep_slept_night,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic revolves around domestic spaces and sleep, which are not central to the heroine–hero relationship arc. It does not primarily realise any of Radway's 13 functions."
282,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost",27,282_loved_respect_grandparentsa_outlast,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,,III,Commitment & Restoration,False,high,"The topic revolves around the hero explicitly declaring his love for the heroine, which is a key moment in the commitment phase of the romance narrative. The representative snippets all convey this declaration, making 'R11 - Hero declares love and demonstrates commitment' the most fitting Radway function."
283,"ina, , , , , , , , , ",27,283_ina___,,,,,,,,False,,,,NA,,False,,
284,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",27,284_whines_maxa_answered_bounds,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('whines', 'whines again', 'whines from the back') suggest that this topic is about a minor character's repetitive, annoying behavior, which does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc. The Stage 2 taxonomy classification of 'Domestic Spaces & Routines' further supports this, as it indicates a focus on background context rather than the main couple's relationship."
285,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger",27,285_bigger_huge_size_solid,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Sexuality, Attraction & Intimacy'. Reassigned to R4 (Heroine interprets hero's behaviour as purely sexual interest)."
286,"zanea, shrugged, trevilloa, krissana, supreme, shouldered, glare, priest, flashed, folded",27,286_zanea_shrugged_trevilloa_krissana,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic revolves around glares and tension between characters, indicating conflict and distance. The representative snippets show characters glaring at each other, with one character's anger directed towards the heroine's interaction with another character, suggesting a threat of separation or breakup."
287,"knew, exactly, understood, doing, knows, heard, course, needed, gloating, befuddled",27,287_knew_exactly_understood_doing,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic's keywords and representative snippets suggest a moment of recognition or understanding between the hero and heroine, which is characteristic of Radway's function R10. The snippets 'i knew what he meant.' and 'i knew him.' imply a deeper understanding or empathy, while 'but it was all he knew.' could indicate a realization about the hero's past, fitting R10's reinterpreting of the hero's behavior due to previous hurt."
288,"mornings, early, morninga, omg, righta, routine, noon, overnight, oj, tomorrow",27,288_mornings_early_morninga_omg,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's discomfort and distress with early mornings, which can be interpreted as her emotional withdrawal or coldness (R5) towards the hero, especially if this discomfort is related to his presence or actions."
289,"music, band, song, musicians, classical, jazz, playing, play, speakers, songs",27,289_music_band_song_musicians,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
290,"nipples, nipple, hardened, harden, breasts, pebble, fabric, tighten, puckered, firm",27,290_nipples_nipple_hardened_harden,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's focus on explicit sexual acts (nipple play, physical sensation) aligns with Radway's R12, which describes sexual and emotional union between the hero and heroine after commitment."
291,"breath, exhales, blew, breathing, deep, ragged, exhaled, intake, blows, inhales",27,291_breath_exhales_blew_breathing,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and representative snippets ('he let out a long puff of breath.', 'he was out of breath.', 'he sucks in a breath.') do not relate to any specific interaction between the heroine and hero, nor do they evoke emotions tied to their relationship. Instead, they describe physical reactions that could occur in any context, making them background details rather than narrative functions in the heroine–hero arc."
292,"shower, bathroom, towel, bath, tub, restroom, toilet, walks, towels, shirt",27,292_shower_bathroom_towel_bath,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on physical spaces and activities, specifically the shower, without any significant interaction or emotional content between the hero and heroine. It does not primarily realise any of Radway's 13 functions in the heroine–hero narrative arc."
293,"jensena, fixer, total, complaining, pained, adviser, outmaneuvered, rewritten, flittered, spat",27,293_jensena_fixer_total_complaining,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('jensenas face when he saw me in it', 'but jensenas that was a different story') suggest a separation or threat of separation between the hero and heroine, fitting R7."
294,"embarrassing, embarrassed, humiliating, shame, humiliated, embarrassment, ashamed, pity, embarrassinga, spare",27,294_embarrassing_embarrassed_humiliating_shame,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around embarrassment, which often leads to emotional distance or separation in romance narratives. The main keyword 'embarrassing' suggests a negative emotion that could drive a wedge between the heroine and hero, fitting R7 - separation."
295,"alexaa, spell, bookcrazy, execute, spells, explosion, grateful, shared, friend, dazed",27,295_alexaa_spell_bookcrazy_execute,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and tension in the relationship, with Alex's betrayal and the subsequent emotional distance. The representative snippets show Alex's heart sinking and him avoiding her, indicating a physical or emotional separation, fitting R7."
296,"meeting, office, meetings, board, offices, conference, tomorrow, engineering, noon, business",27,296_meeting_office_meetings_board,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about work and meetings, which are not central to the heroine–hero relationship. It belongs to the 'Hero's Elite Work & Business World' category and does not contain any romance-core or relationship-trajectory keywords."
297,"arrogance, cocky, smack, hea, insufferable, jerks, pompous, decides, jerky, sleazebag",27,297_arrogance_cocky_smack_hea,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets repeatedly mention 'arrogance', suggesting the heroine's antagonistic reaction to the hero's perceived arrogance, fitting Radway's R2 function."
298,"aren, jail, nightlife, means, fatherless, haired, undisclosed, lizards, derision, inspires",27,298_aren_jail_nightlife_means,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on the hero's business and professional achievements, which is not directly related to the heroine–hero relationship or the heroine's arc. It's about the hero's work, wealth, and status, not about the romance narrative."
299,"glad, grateful, proud, thrilled, ia, thankful, excited, shows, gratitude, item",27,299_glad_grateful_proud_thrilled,3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a positive emotional response, which aligns with R9 (Heroine responds warmly to hero's tenderness). However, the lack of specific context makes this assignment tentative."
300,"buts, steadied, tycoon, claraa, heidia, arguments, contracts, central, maa, argument",27,300_buts_steadied_tycoon_claraa,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('no more', 'no buts') suggest a separation or breakup threat, fitting R7. The lack of keywords and previous label/scene summary makes the confidence medium."
301,"erotic, sexytimes, dangerously, alluring, unnatural, attractive, desired, seductive, sensual, lingerie",27,301_erotic_sexytimes_dangerously_alluring,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' clearly places it in the 'Commitment & Restoration' phase of the romance narrative. The representative snippets explicitly describe erotic acts, which aligns with Radway's function R12, 'Heroine responds sexually and emotionally'."
302,"gun, weapon, bullets, pistol, guns, barrel, rifle, gunshot, aimed, shotgun",27,302_gun_weapon_bullets_pistol,7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",,,,high,False,R6,Hero retaliates or punishes heroine,,I,Initial Conflict & Isolation,False,high,"The topic revolves around violence and threats, which typically escalates conflict and inequality between the hero and heroine in Phase I of the romance narrative. This aligns with Radway's function R6, where the hero retaliates or punishes the heroine."
303,"live, fullest, lived, motto, occasion, cartoonish, lives, lifetime, adult, goal",27,303_live_fullest_lived_motto,3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets focus on living life to the fullest, which could reflect the heroine's newfound happiness and security in her relationship with the hero, as often seen in Phase II of Radway's functions."
304,"jar, barista, trance, suggests, georgiaa, taffy, saltwater, supplement, local, mileage",27,304_jar_barista_trance_suggests,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets and misunderstandings, which often lead to separation or distance between the hero and heroine. The representative snippets suggest tension and conflict, hinting at a potential break or separation."
305,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga",27,305_best_thata_thing_really,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
306,"laughs, laugh, laughter, grins, holidays, resuscitation, issuesa, giggles, amphitheater, humorous",27,306_laughs_laugh_laughter_grins,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
307,"colors, favorite, yellow, scheme, bright, ones, shade, primary, packets, burgundy",27,307_colors_favorite_yellow_scheme,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
308,"hea, confidence, preferred, redesigned, jugular, react, truest, amped, advertised, correct",27,308_hea_confidence_preferred_redesigned,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets ('heâd done it, too.', 'heâd had the day before.') suggest sexual encounters, confirming R12."
309,"contract, signed, contracts, sign, clause, dalliances, promissory, signing, read, contracta",27,309_contract_signed_contracts_sign,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on a contract, which is not a central element of the heroine–hero relationship. It belongs to the 'Hero's Elite Work & Business World' taxonomy, further indicating it's not part of the romantic arc."
310,"foremost, tend, feminine, ama, ladies, feminist, conscious, especially, godawful, experience",27,310_foremost_tend_feminine_ama,3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's self-reflection and personal values, indicating a struggle with her identity, which is a key aspect of R1 - Heroine's social identity is destroyed. The phrase 'i live first and foremost to be the woman i am meant to be' suggests a sense of purpose and self-discovery, often triggered by a major blow to her social identity or self-concept."
311,"wea, shared, downs, cycle, yearlong, created, worked, years, squared, accidentally",27,311_wea_shared_downs_cycle,3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, label, or scene summary, and it has no primary or secondary categories. It does not belong to the 'Relationship Trajectory (Main Couple)' or 'Sexuality, Attraction & Intimacy' taxonomy groups. Therefore, it does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
312,"hair, stubble, shaved, forehead, tousled, shaven, shave, mussed, scruff, shadow",27,312_hair_stubble_shaved_forehead,1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses solely on physical descriptions of the hero's appearance, specifically his facial hair and hairstyle. It does not involve any interaction, emotion, or relationship development between the hero and heroine, making it unrelated to Radway's narrative functions."
313,"race, frowns, begins, starts, racing, brace, races, deluge, prebuyers, thoroughbred",27,313_race_frowns_begins_starts,1.5,Exercise & Physical Activity,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('my heart begins to race.') suggest a physiological response, not a narrative function in the heroine–hero arc. The main taxonomy category 'Exercise & Physical Activity' further supports this, as it's about embodied experience, not romance dynamics."
314,"thing, proves, exactly, thinga, telegraphing, humane, accurately, percent, accept, winner",27,314_thing_proves_exactly_thinga,3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic revolves around the heroine's internal reflection on doing the 'right thing', which often occurs in romance narratives when the heroine reinterprets the hero's past actions or understands his motivations better, leading to a shift in her perspective (R10)."
315,"jaxa, questioned, dereka, replied, answered, heck, rolled, eliminating, egged, slapped",27,315_jaxa_questioned_dereka_replied,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('growled', 'meaner than jax's', 'slapped jax's hand') suggest a conflict or breakup threat, fitting R7 (separation)."
316,"desk, papers, sitting, sits, office, sat, chair, seated, monitor, walks",27,316_desk_papers_sitting_sits,6.2,Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the hero's workspace, specifically his desk, which is not a central element of the heroine–hero relationship arc. It does not primarily realise any of Radway's 13 functions."
317,"scent, smelled, smell, perfume, nostrils, shampoo, smells, coconut, lavender, flowers",27,317_scent_smelled_smell_perfume,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on scent and taste suggests tender, intimate moments between the hero and heroine, aligning with R8 (Hero treats heroine tenderly). The lack of explicit sexual content or conflict makes other functions less likely."
318,"feels, felt, gooda, inconveniently, sign, overwhelmingly, marvelous, bloodthirsty, jury, otherworldly",27,318_feels_felt_gooda_inconveniently,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's representative snippets explicitly describe sexual pleasure and satisfaction, which aligns with Radway's R12 function of sexual and emotional union after commitment."
319,"enjoy, penguins, buildup, unsurprisingly, americaa, cabs, nightie, carousel, bass, thrive",27,319_enjoy_penguins_buildup_unsurprisingly,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic revolves around the heroine's desire for affection and reciprocation, which aligns with the heroine responding warmly to the hero's tenderness (R9). The snippets 'i want someone to enjoy liking me' and 'do you like it?' suggest a warm response to the hero's affection."
320,"feelsa, feela, better, feels, felta, feeling, soa, makes, felt, queasy",27,320_feelsa_feela_better_feels,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest emotional distress and negative feelings, which could indicate the heroine's guarded or defensive response to the hero, fitting R5. However, the lack of specific context makes the confidence low."
321,"cilliana, antidote, maine, evon, unlike, entertainment, spent, footed, entailed, tolerant",27,321_cilliana_antidote_maine_evon,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets suggest a heroine (Cilliana) feeling discarded, humored, and used, leading to distress and negative emotions. This aligns with Radway's R1 function, where the heroine experiences a major blow to her social identity or self-concept, leaving her isolated and distressed."
322,"shook, head, shaking, dislodge, scornful, lockdown, graying, slightly, behavior, chortled",27,322_shook_head_shaking_dislodge,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,low,"The topic's keyword 'he shook his head' suggests a negative or dismissive response from the hero, which could indicate a separation or conflict in the relationship. However, the lack of other keywords and context makes this interpretation uncertain."
323,"cameras, photos, pictures, photographers, camera, sign, photo, photoshoot, note, images",27,323_cameras_photos_pictures_photographers,8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about 'security cameras' and 'cameras' in general, which are objects in public and leisure spaces. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
324,"sensory, overreacting, ita, discussion, bravely, overreaction, va, overeager, cultural, overanalyzing",27,324_sensory_overreacting_ita_discussion,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('overreacting', 'Conflict, Distance & Breakup Threats') suggest a separation or threat of separation between the hero and heroine, fitting R7."
325,"owl, leta, herea, repeats, elf, alternatives, feed, presentable, watercolor, hopelessness",27,325_owl_leta_herea_repeats,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic lacks keywords, label, or summary related to the heroine–hero relationship. It's about an owl and a corner with watercolor pens, which doesn't fit any Radway function."
326,"calling, called, anytime, earliest, calls, later, convenience, alright, pressa, newsa",27,326_calling_called_anytime_earliest,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('the fuck am i calling mine?', 'up for me calling?', 'iâve been calling you.') suggest that this topic is about communication, specifically phone calls, which is not a central narrative function in the heroine–hero romance arc. It does not relate to any of Radway's 13 functions and is more about background context."
327,"nod, thank, solemnly, dribble, zit, prompt, undeniable, briskly, eagerly, guards",27,327_nod_thank_solemnly_dribble,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
328,"moan, groaned, scream, screamed, whimper, moans, whimpered, moaned, inwardly, quivering",27,328_moan_groaned_scream_screamed,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main_category of 'Explicit Sexual Acts' and the representative snippets containing explicit sexual language ('moan', 'fill me up') indicate that this topic primarily realizes Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine."
329,"remya, dependable, coos, wails, parenting, competent, guardian, having, raise, formula",27,329_remya_dependable_coos_wails,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets do not contain any information about the heroine or hero, their relationship, or any narrative events involving them. The topic is about a character named Remya and her safety and sleep status, which is not part of the heroine–hero romance arc."
330,"marleya, confidante, splutters, goofily, pleads, kicking, suma, ra, stylist, glance",27,330_marleya_confidante_splutters_goofily,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around the hero's return, which often triggers tender and caring behaviour from the heroine, as seen in the snippet 'I'm glad Marley's coming home today.' This aligns with Radway's function R8, where the hero treats the heroine tenderly."
331,"biancaa, jambalaya, tremulous, egotistical, presumptuous, enzoa, scooping, muttered, shark, vows",27,331_biancaa_jambalaya_tremulous_egotistical,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around a threat to the relationship, with the heroine expressing a desire to 'run' and keep the truth hidden from others, indicating a physical or emotional separation. The main taxonomy group 'Conflict, Distance & Breakup Threats' further supports this interpretation."
332,"secrets, confidential, secrecy, keeping, secretive, discreet, kept, identity, sneaking, spilling",27,332_secrets_confidential_secrecy_keeping,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around secrets between the couple, which often leads to misunderstandings and separation, fitting R7. The keywords 'secrets' and 'we had secrets' suggest hidden information that could drive a wedge between the hero and heroine."
333,"marca, weapons, compare, threats, sworn, cubicle, hadn, york, affair, conscious",27,333_marca_weapons_compare_threats,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic's main_category 'Conflict, Distance & Breakup Threats' and the representative snippets ('divorced', 'accusations', 'lawyers', 'agreed with jake') indicate a clear threat of separation or breakup, fitting R7."
334,"nodded, enthusiastically, solemnly, smiled, politely, chewed, slowly, encouragingly, perfunctory, declarations",27,334_nodded_enthusiastically_solemnly_smiled,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
